seed,time,train_position,n1_quality,n2_quality,n3_quality,n1_latency,n2_latency,n3_latency,n1_loss,n2_loss,n3_loss,n1_load,n2_load,n3_load,n1_score,n2_score,n3_score,selected_link
1059,6,120,0.830208,0.104129,0,20,35,50,0.756642,7.8462,7.42801,9,3,0,0.879067,0.318052,0,1
1059,11,220,1,0.34327,0,20,35,50,0.400107,5.42809,7.63786,8,4,0,0.974065,0.467728,0,1
1059,16,320,0.719669,0.571262,0,20,35,50,2.75218,2.96694,8.29689,7,5,0,0.78721,0.608276,0,1
1059,21,420,0.603107,0.827996,0.12766,20,35,50,4.22761,1.89001,7.41119,5,5,2,0.703676,0.74678,0.265018,2
1059,26,520,0.216065,0.928729,0.446654,20,35,50,6.29219,0.255447,4.29856,3,6,3,0.50513,0.821428,0.467176,2
1059,31,620,0.0874921,0.720118,0.553697,20,35,50,7.73455,2.39391,3.46339,3,5,4,0.423571,0.686988,0.5293,2
1059,36,720,0,0.452877,0.787673,20,35,50,7.94873,4.25249,0.554743,0,5,7,0,0.549394,0.686051,3
1059,41,820,0,0.18022,1,20,35,50,8.32441,6.57453,0,0,4,8,0,0.384545,0.793336,3
1059,46,920,0,0.0466852,0.816897,20,35,50,7.87461,7.94789,2.37311,0,0,12,0,0,0.678024,3
1059,51,1020,0,0,0.569883,20,35,50,9.13077,8.16163,3.74667,0,0,12,0,0,0.530568,3
1059,56,1120,0,0,0.253439,20,35,50,7.03148,7.64335,6.49168,0,0,12,0,0,0.347842,3
1060,1,20,0.505966,0,0,20,35,50,3.25472,7.8613,7.18747,12,0,0,0.695327,0,0,1
1060,6,120,0.820237,0.161984,0,20,35,50,1.38044,7.62942,8.0876,9,3,0,0.862469,0.35367,0,1
1060,11,220,0.98308,0.285977,0,20,35,50,0,6.22508,8.44961,8,4,0,0.951215,0.424276,0,1
1060,16,320,0.700592,0.470197,0,20,35,50,2.3859,4.14261,7.65094,7,5,0,0.7968,0.550779,0,1
1060,21,420,0.489236,0.868198,0.0435041,20,35,50,3.38681,0.679952,7.26467,6,6,0,0.699125,0.795806,0,2
1060,26,520,0.312343,0.92777,0.491206,20,35,50,6.22097,0,4.49023,3,6,3,0.552883,0.838158,0.489639,2
1060,31,620,0.0772831,0.642571,0.491993,20,35,50,7.87377,3.02409,4.16597,3,5,4,0.407661,0.646582,0.478288,2
1060,36,720,0,0.549449,0.830154,20,35,50,8.29914,3.12591,0.868645,0,6,6,0,0.608874,0.708602,3
1060,41,820,0,0.281369,0.901268,20,35,50,8.17753,5.43719,0.810745,0,4,8,0,0.45326,0.730432,3
1060,46,920,0,0.0941804,0.631785,20,35,50,8.13863,7.08327,3.01537,0,4,8,0,0.338605,0.580828,3
1060,51,1020,0,0,0.538116,20,35,50,8.11666,7.78003,3.07011,0,0,12,0,0,0.54511,3
1060,56,1120,0,0,0.285398,20,35,50,7.78215,8.73874,5.52084,0,0,12,0,0,0.370572,3
